1010	1030	0	1
103035	1030	8	0
103034	1030	7	0
103033	1030	6	0
103032	1030	5	0
103031	1030	4	0
103030	1030	3	0
103029	1030	2	0
103028	1030	1	0
23	1031	0	1
103035	1031	1	1
103034	1031	2	1
103033	1031	3	1
103032	1031	4	1
103031	1031	5	1
103101	1031	7	0
103102	1031	8	0
103103	1031	9	0
103104	1031	10	0
103105	1031	11	0
103106	1031	12	0
103107	1031	13	0
103108	1031	14	0
103109	1031	15	0
103110	1031	16	0
103111	1031	17	0
103112	1031	18	0
103113	1031	19	0
103114	1031	20	0
103115	1031	21	0
103116	1031	22	0
103117	1031	23	0
103102	1032	0	1
103103	1032	1	1
103104	1032	2	1
103105	1032	3	1
103106	1032	4	1
103107	1032	5	1
103108	1032	6	1
103109	1032	7	1
103110	1032	8	1
103111	1032	9	1
103112	1032	10	1
103113	1032	11	1
103114	1032	12	1
103115	1032	13	1
103200	1032	14	0
